PCA1,PCA2,Class
-2.490395528372212,0.7065807053670776,-1
-1.5853740350012477,-0.6776881235297538,-1
-1.4799741026329878,0.030839121446891493,-1
-1.438806497499161,0.15916667352537806,-1
-1.035066647023008,1.0697308745286687,-1
-1.7083681973575136,-0.01989978045748758,-1
-1.1760131460576702,0.5049467072326327,-1
-1.7488308377568844,-0.29132580029281696,-1
-1.511234610022787,-1.0811043394653173,-1
-1.6535312801655233,0.5949701668838612,-1
-1.4198506478014605,-0.8918691859053012,-1
-2.400982815750355,1.2882140086406388,-1
-0.0606193205714427,-2.2774029326925955,-1
-1.053960965138141,0.3907085098752467,-1
-0.6039636319029564,1.6936748950157867,-1
-2.3500538636046335,-2.0430967939466487,-1
-3.0407195781140492,2.984527678735616,-1
-2.0965768537569316,-1.4748994370811457,-1
-0.4657463281395309,0.19233695425723524,-1
-0.08027318036860848,-0.609208603768477,-1
-1.777044901076745,-0.3395797411247968,-1
-1.312142444083893,-0.2614193565420765,-1
-1.867297613613307,2.209398203776548,-1
-0.23755168974800014,-1.609617092038922,1
-1.7509534238424451,0.7843039840937913,1
-1.6786920782654904,-0.38880728118138674,1
-2.5993172826331192,-0.867756607476616,1
-1.5986895346759704,-0.6008061894768431,1
-1.3205860282536452,-0.8553311039417316,1
-1.0340272228908123,0.8226982305422551,1
-2.3136629430418383,0.7643696966955787,1
-2.749596784534733,-0.33383905866083047,1
-2.572413506790892,1.6410224699508158,1
-1.0963677433755252,-0.8778008048231186,1
-2.023464863030999,-0.7055893701661018,1
-1.2322350042534858,-1.069251355052867,1
-2.558081837471108,0.3378096497774991,1
-0.6151635801724227,-0.13175422660297406,1
-2.373505255748216,-0.8950025956139729,1
-1.3276256817633707,-3.8472454901611512,1
-2.47854080577669,0.08828409585784976,1
-2.3218625896232976,0.7197994760605951,1
-2.683479059641366,-1.8014217464929758,1
-0.9905575037312132,-0.34038002601641015,1
-1.6083570092885433,-0.2823392609740331,1
-0.8914741183983367,-0.7077153661573333,1
-2.4258738839977236,-0.7742646245061481,1
-1.4374279612416556,-0.09037763794627374,1
-1.8468449955403143,0.42742621163884464,1
-2.0737478111042784,1.0953956627682808,1
-1.4774981457463607,-0.8129027271682245,1
-1.7876502339443134,-0.24102601353579214,1
-2.1882696238918036,-2.8497353332759428,1
-0.6523876379796337,-1.5322892202666105,1
-1.1415069699919995,0.2712757131864134,1
-0.7202040138415484,-0.8369907821685781,1
-0.3015180921855143,2.541577612080954,1
-2.500801349462359,-1.1897319306553724,1
-0.9252660730342205,-1.443677396818405,1
-2.2044050566978717,-1.337791774916624,1
-2.236413011941448,-1.9298764480073944,1
-1.8337226492762315,-0.7162979500543942,1
-0.354581630866049,2.5647221075947444,1
-2.4530592272655314,-2.173572537100552,1
-1.4753408062413913,-1.0675886513034158,1
-1.5090420080182838,-1.1391095082512297,1
-2.3801133961150254,0.19274851449220348,1
-2.5698813908672746,-0.5695681812475768,1
-2.0622493715234866,-1.652778501651452,1
-2.2271369623738226,-0.6457208383106494,1
-1.3408289539831695,-0.8162590533509353,1
-1.6059822952744274,-0.7580439127701569,1
-1.1611493060248088,-1.1380814909010564,1
-1.9018170587301761,0.7361623184190055,1
-1.9865325551066007,-0.005809754574543721,1
-2.7602192452742504,-1.4049121480358004,1
-0.05126575050500231,-0.3883689072419143,1
-1.2308893356729236,-0.5891656625501227,1
-2.3195689489999647,0.3173056179667826,1
-1.3164711699686469,-0.7860310327370419,1
1.64469255623554,-0.4435648457446915,1
-2.362189744974022,0.006635050427985219,1
-0.7155268844693738,-0.6724750790333369,1
-1.0944083792833708,-0.35280456570295365,1
-0.05032541410388171,-1.3149580467832573,1
-2.0632723224703895,-1.3218712273060471,1
-2.2245813239702232,0.6765896250636753,1
-3.427890941732731,-1.2301355508119731,1
-1.717208793409059,-1.1520290283067056,1
-1.7063934014549582,-1.3525139039012524,1
-1.18285168233554,-1.0013532681221995,1
-1.44801417981626,-0.19358235953154612,1
-0.3923542977501189,-1.039781331907996,1
-1.550517582733374,-0.4134077214154617,1
-1.623936413038217,-0.6041408757760136,1
-2.7130310183108604,-0.9405233660225993,1
-2.094737418021388,-2.317790409530897,1
-0.9919029341964458,-0.7002145838056791,1
-2.3293223651015897,-1.694772940758324,1
-1.9236631507300415,-1.386440021952127,1
-2.3846153143217386,0.08964539065784274,1
-0.7825402310870967,-0.8391417310517334,1
-1.9549781791098666,0.10600259894278741,1
-0.4759729410808333,-0.7804137496077436,1
-2.4405570365931246,-1.383037899389087,1
2.9123331271808692,-1.443728423645428,1
-2.312943497883353,-0.8539354565700685,1
-2.720491032617887,-0.5031774903625971,1
-1.260953181663552,1.1422704588184276,1
-1.1579238799300877,-1.1634633001956338,1
-1.4105402526925133,-0.44607759267994174,1
-1.3798146318702609,1.6819977688759398,1
-0.5858919178350188,-1.2603061326473906,1
-1.8485356286633372,-1.164070904571064,1
-1.4148322332265477,-0.6308845991444527,1
-2.339427370444698,-0.9820448919469535,1
-2.4891497311632507,-0.18825359314575787,1
-1.2973244339193368,-1.2412499189133441,1
-2.088179711510214,-0.6609293816898615,1
-1.4739461965076182,-2.4607968737378307,1
-1.5596980667409737,-0.0829995688492314,1
-1.6111365437217964,-0.9262796234531894,1
-1.6737886030830003,-0.8083297292486817,1
-2.6468474633694012,-0.8709662769148562,1
-2.905472607576467,-1.6408886518256998,1
-1.6507275813622417,-0.34404468411400957,1
-1.7879100373229968,-0.9635165560440552,1
-0.8019390342597469,-1.0050696488828874,1
-0.46726287696755675,-1.1227833800216194,1
-0.28674535098768794,0.05156829341041229,1
-1.8556245419987645,0.40636865141789147,1
-1.430381040507235,-0.10793769226023324,1
0.4383720613567398,0.4617575710316871,1
-2.242833658908359,0.3140993122418249,1
-2.272419930191124,-1.3530434926067583,1
-0.9028137014849958,-0.44478374961842504,1
-1.6343515961621906,-1.3728066626946676,1
-2.726619462188859,-1.4028816186023123,1
0.9544302233787297,-1.3823602794892575,1
-1.4516660039272635,0.3187058016636322,1
-1.2904787309570778,-0.592452716083954,1
-1.307397422217839,-1.2118835911684387,1
-2.091414025147445,-1.4475927095648908,1
-1.0601160346305893,-0.3248929080067956,1
-2.7487396704262506,-2.412438496370753,1
-1.2174278720844223,-0.43558729522098727,1
-2.4063710348725054,-1.8898351318365956,1
-2.2079207027366747,0.17161755285342414,1
-2.604170656734552,-1.2675024200783036,1
-2.5242182013685905,-1.3739635377622734,1
-1.1941318407280945,0.2184163609633912,1
-0.13992361260261604,-1.3581801942464757,1
-2.5279525265405383,1.5631021016929165,1
-2.5388669614077712,1.7027029478212596,1
-0.6902123522278577,-1.3419788757402493,1
-1.9613763314020565,-0.856989295560997,1
-0.40776959227794235,-1.4436238252956473,1
-0.03165949508950868,-0.598858397024881,1
-2.7692875689206127,1.9537599949961681,1
-0.7953756162149475,-1.1534661787121165,1
-2.139084076422707,-1.0939054404321142,1
-0.7827169973966039,-0.5505794237383448,1
-2.230296637167831,0.6756228101189172,1
-1.8077696166925974,-1.6296137385039473,1
-1.6450593019682864,-0.708168336727239,1
-1.1415047579375015,-1.4738128609204322,1
-1.5928179585167301,-0.5598618706773641,1
-2.177714669259661,-1.1745659213815887,1
-4.241041663287969,1.5831137008999951,1
-2.0957895358118535,0.17644662218905674,1
-0.764040934787488,0.3319960918022637,1
-2.24146948725315,-0.4654191036992007,1
-0.8350341373945117,-1.5843764491498256,1
-1.3206059405392017,-2.1376317118080634,1
-2.203524516458786,-1.3381560644110373,1
-2.7196195926254827,-1.598403828022102,1
-0.705036964698153,-0.8469270972859465,1
-2.136125034300854,2.7096514589476004,1
-1.2297097379746893,-1.4499100994853586,1
-1.5599243010272765,-1.7773898765582608,1
-2.175631060442334,1.158179628313896,1
-1.074286726536608,-1.2862523306681113,1
-3.197005668426125,-0.8836356736530974,1
-2.599519567824708,-1.4945845253595185,1
-1.2938044852404957,-1.288839402841289,1
-1.7715898345771077,-1.07612159040927,1
0.36296754333535347,-0.20573207601820756,1
-1.4401229731890623,-1.1694475445782928,1
-0.38935790557578404,0.3660866224396067,1
-2.322986643133151,-1.6715602722131326,1
-3.0678557649886193,0.6542753887937257,1
-0.4033654005197023,-1.1333062515354142,1
-2.183612866176354,-0.9240885379318838,1
-2.4451531015326853,-0.8618007475197661,1
-2.7840042105978533,1.8140629377234392,1
-2.5438165468809113,-2.557379059796863,1
-2.2446660562866136,-0.752047664684166,1
-3.073574929279101,-1.8237938293134752,1
-2.081683745670648,0.7393493287093684,1
-1.9177163333606921,-1.3687921769418196,1
-1.2183371338134499,0.09307862649881168,1
-1.755617633620445,-0.4382007524697666,1
-2.0746785357489186,-0.2873989864080104,1
-2.8646014118362695,0.8672549968786605,1
-1.7476024912943102,-0.2553691904190943,1
-1.829756142729222,-1.569742312466982,1
-2.929272308262664,-1.1112875711683443,1
-1.588840536048676,8.626355394906767,1
0.3656690186558343,-0.7155937385352736,1
-1.8824048608159516,0.34607995885222803,1
-2.459444902618302,1.7016768738001617,1
-2.2148040917146203,-1.1295631060691835,1
-0.6848437899700219,-1.49653001353022,1
0.9570336364021169,-0.7140147417987478,1
-1.5003291785271653,-1.2089931071437843,1
-2.0129345942635943,-0.8586616409050881,1
-2.4346982117416713,-1.3999030826898993,1
-0.3181731228141273,-0.9785541500030271,1
-2.0672705124375477,-0.5381353917007388,1
-2.2020114220609615,-0.34228457664880213,1
-2.5522131697810977,-0.7736764891012597,1
-2.01626988512707,-0.7279894376166066,1
-2.6691603365454863,-0.8887719492015611,1
-1.1564104135595838,0.4215183100783175,1
-2.6674096690116444,0.5974846319395843,1
-1.367973729927748,-1.2422768510958948,1
0.24658158859946025,-0.8907070237250807,1
-1.924422735778644,-0.5860351672207584,1
-2.126691756516096,-1.2832930042717319,1
-1.3641030994310717,-0.7901397183425134,1
-0.16658979893590561,1.7798550753169107,1
-2.937198965597714,-0.4779389291760909,1
-2.1489725917187092,-0.566160006091885,1
-2.2206394686059046,1.7937730424076035,1
-0.5559518236701222,-1.6570640836379826,1
-2.284581257759689,-1.6327738161418721,1
-1.4447641872622077,-1.1145670360688986,1
-1.4330742230893716,-1.064566572422311,1
-2.394887379312244,0.2582295595706895,1
-1.495699369733571,0.805417899912806,1
-0.45041974932334555,-0.8663263601583718,1
-2.2153411881096723,-1.3997845492864016,1
-2.491036448773845,-1.0858589253713076,1
-2.495223778168038,0.5797306522463783,1
-2.4176621217177767,-2.07044112011561,1
-1.4624001094664858,-1.2116868204831055,1
-2.1155123491743257,-1.6817704315443909,1
-2.2364770153535565,-1.4696513099030666,1
-2.3966970200028435,-0.3861380245022782,1
-0.9760882955725171,-0.7496042068941111,1
-1.1033495934004212,-1.0374657969276897,1
-1.715316991356652,-1.0173088356895184,1
-0.9540558392791337,1.3622277049216924,1
-2.3264922653250872,-0.8487411646466103,1
-2.4433791741717736,-1.1088505017515167,1
-2.6221861375188307,0.27629907873877313,1
-1.2919843506158304,-1.7512921143792395,1
-1.8925509023331024,-0.9610406055732612,1
-3.5258855913357747,-1.6456860416598889,1
-2.556585557050469,0.8422370459273761,1
1.1359049292388588,-1.86501777540521,1
-2.4550661383191734,-1.530982161043321,1
1.0328777619968597,-1.0613084716538423,1
-2.5028090597731483,-1.6417719451533224,1
-1.7421716124969167,-0.2767091030548832,1
-2.842884651394705,-1.9116170648428834,1
-1.4870108217461853,1.7152523638870405,1
-1.9428836485608347,0.17428071097325484,1
-2.0852290787666257,-0.09822716565042007,1
-0.38023186545312304,-0.32615461358473513,1
-1.9032370141448247,0.7609335835601634,1
-0.48358324649660217,-1.8933048336042793,1
-1.6216446959341693,-1.130890732439528,1
-1.7894134344439068,-1.1629929406083248,1
-2.990636695762602,-1.1497148674773199,1
-2.6377529710912304,-0.37314063025132477,1
-2.278347120715565,-0.8214383813018745,1
-0.23934132346312972,-1.4956972753371531,1
-1.100836926348965,1.2702741975137264,1
-3.479775107283002,3.10902615594561,1
-1.600244201265767,-1.4737057521368682,1
-2.0178265869172574,-0.6584853628341757,1
-2.9656600802317614,-1.171826890528435,1
-1.44986879133736,0.009740359845482436,1
-2.5615479658863274,-1.1861278557956727,1
-2.291916747894132,0.3086475207257314,1
-1.49712141759113,-1.55449864990199,1
-1.328771262657554,1.2899939304423704,1
0.03229947579286736,-1.4750632954015108,1
-1.9133542983971916,-0.4451760334729252,1
-1.4274243660491552,-0.23176315952151824,1
-1.2428542194635381,0.8960988083830044,1
-1.773588935933023,-1.2982452828084732,1
-1.2511566637110036,-0.7568219297876455,1
-2.1141363276998097,-1.3398096724726978,1
-0.44273813896339764,-1.7113616456579568,1
-1.6398323509276032,-0.8674973611327037,1
-1.597304157515277,-0.5073445881866478,1
-2.4096804465045545,1.1150036755667931,1
-0.8552944651168803,-1.1612441730634884,1
-1.8273242257717728,-1.6070125126525023,1
-2.6366418049808154,-0.3455149188904956,1
-0.9661348159943431,-0.8253667623511303,1
-1.9591470682298109,-1.1988363555999757,1
-1.9547667671620719,0.6053894915779837,1
-2.1754272895332685,-0.7138572601954287,1
-0.02019765095300113,-1.4553213092302202,1
-2.3961751875869366,-1.8369161752694119,1
-1.607288167085763,-0.45735028043237896,1
-2.262196366172186,-1.0349888260382558,1
-4.408163691354869,13.005374189850313,1
-0.8246469899625893,-0.8357557297791864,1
-0.35559048852623193,-1.3419891666956827,1
-2.285885404260186,-1.414771362300459,1
-2.6148558194137212,1.0683585310256891,1
-1.8933528833468656,-0.6071101779861751,1
-1.6288887054198873,-1.298626569884099,1
-2.231057950951711,-0.5987168109901323,1
-1.5559667801385288,-0.1553386926735672,1
0.7457848710424909,-1.2612916304510076,1
-0.9997624481763165,1.0278984749487525,1
-1.3304500870827551,-1.0721081321732047,1
-2.577487666984775,-1.0282416678896593,1
-1.8669781372590926,0.22605384433034573,1
-0.667417512224451,-0.9934771707617366,1
-3.050530844396993,-3.2787089252849917,1
-2.9979971529651603,-1.6689922102303583,1
-2.89185395074153,-1.5045719631053436,1
-1.1850311862482945,-0.40757771331274933,1
-1.2020421923307567,-1.447255336766628,1
-2.040932133726844,0.2816194385451596,1
-1.2911807273188647,-0.5790071811735468,1
-0.8232801920554507,-1.8682048893210055,1
-1.670487447955281,-1.1210932936481912,1
-2.451498285846634,-0.839734538761448,1
-1.473525190494133,-0.37099515442275854,1
-2.3346532677640317,-1.8863075501536808,1
-2.5450107769321964,-0.44598148618260874,1
-3.0985247261631934,-2.216882726331244,1
-1.9912774282663008,-0.9341874639212473,1
-1.465205951920499,-0.2846921843289942,1
-2.1526703060744246,-0.4698525810748518,1
-2.058794348570931,-1.0659616253943023,1
-0.32182087457942776,0.39472211920377037,1
-2.147156362397759,-1.8029168894089824,1
-2.524764221549709,-1.4085053591693162,1
-1.6823239455817565,-0.35055473487320427,1
-1.6594737175670011,-1.4675369481911646,1
-2.025494006005069,-0.311628167447566,1
-2.6341606814070153,-1.4674535188959088,1
-2.5168163349426855,-0.9700686996768849,1
-2.6553584351757915,2.473738625257776,1
-1.5897259287102958,-0.45174212844572653,1
-2.825237884151778,-1.9018921153767747,1
-2.7766210619097684,-1.30462136301426,1
-2.1419060507891357,-0.6651398556617311,1
-2.3692884924409703,-0.8457886369487236,1
-1.7573331443487115,-1.0247624253943737,1
-2.301945227249605,-1.392321516635891,1
-2.549885002582036,1.069388574160142,1
-2.443270626294795,-1.5099784101632294,1
-1.9314687633320051,-0.7487493134940261,1
-2.8354043921618715,-1.7766409961200238,1
-2.906195621822352,-1.620658788205246,1
-2.232868728690432,-3.1566692183807388,1
-2.8604168163753783,1.4050081188384178,1
-2.891651776239132,-1.1639600220743205,1
-2.223977496760646,-1.1381511595038742,1
-2.476209090233852,-1.1178152373011372,1
-2.927480051180296,0.5318422364228141,1
-1.185641689203497,-0.6685236449961184,1
-2.290185694232075,-0.3702635579923951,1
-2.7693059775718547,-1.4075444879426022,1
-1.6821359135324292,-0.36051977140058805,1
-1.5081390195453492,-0.6426487706973675,1
-2.6073007495178118,-1.202788430770463,1
-1.5251923740615883,-1.9571249153836507,1
-1.373311459648736,-0.7404887105853293,1
-2.3002281756134773,-1.0753388093394651,1
-3.0690072056126767,2.712192812355753,1
-2.3290528242326585,-1.1212013016211915,1
-2.1795159746583,-0.8486802415414142,1
-2.2459042021765616,-0.16385925722071767,1
-2.650011152398393,-1.0954821880055894,1
-1.889685929331971,-1.5520417885644415,1
-1.2244031963242132,-1.5578073652435762,1
-1.3877374447967394,0.07082564863324696,1
0.7206293100369584,-1.5839737573152604,1
-2.5700358336700027,-1.541875919932312,1
-2.944674169560193,-1.2783288370062855,1
-2.1419985289245216,-1.2161652304300234,1
-2.4394383893868414,-0.5749293096727564,1
-1.6040829456663088,0.021891211422233502,1
-1.2203139371206233,-1.4934341276233924,1
-2.379684104912664,-1.2833689644508226,1
-1.9159617474125674,-1.4908254048677239,1
-0.9224638010352866,-1.2364088461090044,1
-2.0093918563512654,-0.12948729787394206,1
-2.0118255927623374,-0.23610241458816628,1
-2.380193074754541,-1.2402208322267396,1
-2.4145265395728837,-0.5449789386021684,1
-1.3285322347000277,-0.38980806425874964,1
-1.309013370896807,-0.7986022351397167,1
-2.6490250818080945,-1.4308149129790042,1
-1.604018673154032,-1.1189585242211737,1
-2.0194014087239878,-2.3474709381210532,1
-1.0435015345191339,-0.8938938519573109,1
-1.3313901039105096,0.26175402218891947,1
-2.0918869451964412,-1.6900822222953151,1
-1.3283246710096772,-0.49694885391544963,1
-0.3254036984754125,-1.7165997494875993,1
-1.2239699216342748,0.8226417733525745,1
-1.9657489501733951,-1.5279785083410709,1
-0.9077068442580447,-0.03446814945267288,1
-1.2208366114339908,-0.6616586826286445,1
-1.0951969587774517,-0.5277926950644802,1
-1.1218056606629336,-0.3530144547490655,1
-0.016603219631084683,-1.7308341118096326,1
-1.844189613292008,-1.5987425653744294,1
-0.9940328725510349,-0.12615259121791447,1
-2.1519050821472576,-0.5917128143536087,1
-1.7903794645330406,-0.5711662800439756,1
-1.3510723528563078,-1.8606718188136795,1
-1.2316178506529067,0.6606394524888796,1
-2.0401490168846537,-3.0181145173790505,1
-0.1515430448133832,1.4107117078094644,1
-0.44423136129205154,0.9419111843605518,1
0.06697107100238826,-0.6815767072890367,1
-1.9820822312154476,1.1912805920938028,1
-1.8102663029680444,-1.1407331613062177,1
-1.5936480424168782,-0.07134408505623246,1
-1.9415363404083763,-1.4515987072970973,1
-2.0481752143406537,-1.2078699355015667,1
-2.239222105127282,-0.3640512970955372,1
-2.224151527569935,-0.4549132406167949,1
-1.5090506313055727,-1.532882013822582,1
-2.481127034293319,1.0778515210126494,1
-2.0215983405901508,-1.809964142295303,1
-2.482744540988398,-1.3368762577698945,1
-0.3913203596371128,-0.8654771819059802,1
-2.5722165449252175,-0.4300905460027209,1
-1.7050470678597602,-0.8873564679836982,1
-0.9924138737653452,-0.9079242027304129,1
-3.007323529313734,0.8930760948509069,1
-2.6455070598625983,-0.6233093288621746,1
